Name	Type	Unlock Prerequisite	Research Scrolls	Antique Tokens	Tier	Value	Crafting Time (seconds)	Crafting Time (formatted)	Value / Crafting Time	Merchant XP	Merchant XP / Crafting Time	Worker XP	Fusion XP	Favor	Airship Power		Required Worker 	Worker Level	Required Worker	Worker Level	Required Worker	Worker Level														Component	Component Quality	Amount Needed	Component	Component Quality	Amount Needed		ATK	DEF	HP	EVA	CRIT		Elemental Affinity	Spirit Affinity		Crafting Upgrade 1	Crafts Needed	Crafting Upgrade 2	Crafts Needed	Crafting Upgrade 3	Crafts Needed	Crafting Upgrade 4	Crafts Needed	Crafting Upgrade 5	Crafts Needed		Ascension Upgrade 1	Shards Needed	Ascension Upgrade 2	Shards Needed	Ascension Upgrade 3	Shards Needed		Discount Energy	Surcharge Energy	Suggest Energy	Speed Up Energy
Rex Stompers	Heavy Footwear	Jurassic Superior Pack	---	350	12	2900000	108600	30:10:00	26.7	235000	2.16	3525	17625	5380	560		Tailor	30	Master	26	Blacksmith	23		---	---	397	---	---	---	105	---	---	46	---		Sigil of True Might	---	1	Raw Obsidian	---	2		100	400	---	---	---		---	Dinosaur Senses		-25% Craft Time Reduction	6	-79 Leather Spent	14	x1.25 Value Increase	26	-21 Fabric Spent	40	Quality Chance x2	60		-9 Jewels Spent	80	-1 Raw Obsidian Spent	80	+10% Multicraft Chance	80		1480	3290	660	3465
Balefire Greaves	Heavy Footwear	---	200	---	13	5450000	154800	43:00:00	35.21	265000	1.71	3975	19875	6656	594		Blacksmith	32	Master	28	Tailor	25		438	---	---	---	---	---	---	---	---	52	5		Astral Fabric	---	3	Precious Shell	---	3		---	495	---	---	---		Dark	---		-25% Craft Time Reduction	4	-8 Jewels Spent	10	x1.25 Value Increase	18	-88 Iron Spent	30	Quality Chance x2	45		-1 Essence Spent	100	-1 Astral Fabric Spent	100	+10% Multicraft Chance	100		2005	4450	890	3830
Titan Boots	Heavy Footwear	Shop Titans 2023 Superior Pack	---	375	13	5650000	154800	43:00:00	36.5	265000	1.71	3975	19875	7146	749		Blacksmith	32	Master	28	Tailor	25		425	---	---	---	---	---	---	---	---	52	5		All-Seeing Eye	---	2	Star Metal	---	10		---	495	31	---	---		Light	---		-25% Craft Time Reduction	4	-85 Iron Spent	10	x1.25 Value Increase	18	-4 Star Metal Spent	30	Quality Chance x2	45		-10 Jewels Spent	100	-1 Essence Spent	100	+10% Multicraft Chance	100		2040	4530	905	3830
Leather Boots	Light Footwear	Tailor	---	---	1	60	15	00:00:15	4	135	9	2	10	1	8		Tailor	1	---	---	---	---		---	---	5	---	---	---	---	---	---	---	---		---	---	---	---	---	---		---	7	---	---	---		---	---		Blueprint: Shin Guards	7	Blueprint: Flip-Flops	18	x1.5 Value Increase	32	Quality Chance x2	50	Quality Chance x3	80		-4 Leather Spent	5	+30% Multicraft Chance	5	Quality Chance x3	5		5	15	5	15
Trailblazers	Light Footwear	Wooden Chest	---	---	1	500	60	00:01:00	8.33	480	8	7	35	11	36		Tailor	2	---	---	---	---		---	---	9	---	---	---	---	---	---	---	---		---	---	---	---	---	---		---	30	---	---	---		---	---		x1.5 Value Increase	8	-2 Leather Spent	20	-25% Craft Time Reduction	36	Quality Chance x2	55	Quality Chance x3	85		-5 Leather Spent	5	+30% Multicraft Chance	5	Quality Chance x3	5		15	30	5	40
Flip-Flops	Light Footwear	---	1	---	2	180	60	00:01:00	3	480	8	7	35	10	18		Tailor	2	---	---	---	---		---	---	9	---	---	---	---	---	---	---	---		---	---	---	---	---	---		---	15	---	---	---		---	---		x1.5 Value Increase	8	Blueprint: Soft Shoes	20	-2 Leather Spent	36	Quality Chance x2	55	Quality Chance x3	85		-5 Leather Spent	5	+20% Multicraft Chance	5	Quality Chance x3	5		10	25	5	40
Soft Shoes	Light Footwear	---	3	---	3	660	150	00:02:30	4.4	1250	8.33	19	95	16	30		Tailor	2	---	---	---	---		---	---	14	---	---	---	---	---	---	---	---		Elven Wood	---	2	---	---	---		---	25	---	---	---		---	---		x1.5 Value Increase	6	-25% Craft Time Reduction	16	Blueprint: Thief's Shoes	28	-3 Leather Spent	45	Quality Chance x3	70		-1 Elven Wood Spent	10	+10% Multicraft Chance	10	Quality Chance x3	10		20	45	10	70
Legionnaire Sandals	Light Footwear	Augustus Pack	---	75	3	1150	210	00:03:30	5.48	1800	8.57	27	135	21	42		Tailor	3	---	---	---	---		---	8	16	---	---	---	---	---	---	---	---		---	---	---	---	---	---		8	30	---	---	---		---	---		x1.5 Value Increase	7	-20% Craft Time Reduction	18	-3 Leather Spent	32	-20% Craft Time Reduction	50	Quality Chance x3	80		-8 Wood Spent	10	+10% Multicraft Chance	10	Quality Chance x3	10		25	60	10	90
Thief's Shoes	Light Footwear	---	6	---	4	2800	450	00:07:30	6.22	4200	9.33	63	315	35	58		Tailor	6	---	---	---	---		---	---	26	---	---	---	---	---	---	---	---		Swift Blade	Normal	1	Webbed Wing	---	2		---	48	---	---	---		---	---		x1.25 Value Increase	7	-25% Craft Time Reduction	18	Blueprint: Elven Shoes	32	-5 Leather Spent	50	Quality Chance x2	80		-25% Craft Time Reduction	15	+10% Multicraft Chance	15	-2 Webbed Wing Spent	15		40	90	20	165
Perennial Sandals	Light Footwear	Spring Festivities Pack	---	100	4	5000	630	00:10:30	7.94	5300	8.41	80	400	47	80		Tailor	7	---	---	---	---		---	---	30	7	---	---	---	---	---	---	---		Silver Dust	---	2	---	---	---		---	54	3	---	---		Earth	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	-6 Leather Spent	36	-7 Herbs Spent	55	Quality Chance x2	85		-6 Leather Spent	15	-25% Craft Time Reduction	15	+10% Multicraft Chance	15		55	120	25	190
Elven Shoes	Light Footwear	---	10	---	5	6950	1020	00:17:00	6.81	7800	7.65	117	585	93	82		Tailor	9	---	---	---	---		---	---	41	10	---	---	8	---	---	---	---		Living Root	---	3	---	---	---		---	68	---	---	---		---	---		-25% Craft Time Reduction	8	-8 Leather Spent	20	Blueprint: Savage Stride	36	x1.25 Value Increase	55	Quality Chance x2	85		-2 Fabric Spent	20	+10% Multicraft Chance	20	-1 Living Root Spent	20		65	140	30	260
Moonlight Zōri	Light Footwear	Moon Festival Mega Pack	---	120	5	13000	1290	00:21:30	10.08	9250	7.17	139	695	129	114		Tailor	10	---	---	---	---		12	---	49	---	---	---	10	---	---	---	---		Moon Crystal	---	2	---	---	---		---	74	5	---	---		Dark	---		-25% Craft Time Reduction	8	x1.2 Value Increase	20	-10 Leather Spent	36	x1.2 Value Increase	55	Quality Chance x2	85		-2 Fabric Spent	20	+10% Multicraft Chance	20	-12 Iron Spent	20		85	190	40	295
Savage Stride	Light Footwear	---	15	---	6	20500	2400	00:40:00	8.54	14500	6.04	218	1090	276	115		Tailor	13	Master	1	---	---		---	---	85	21	---	---	21	---	---	---	---		Bronze Fang	---	3	Webbed Wing	---	2		---	96	---	---	---		---	Lizard Regeneration		-25% Craft Time Reduction	9	-17 Leather Spent	22	Blueprint: Ninja Tabi	40	x1.25 Value Increase	60	Quality Chance x2	95		-4 Fabric Spent	25	+10% Multicraft Chance	25	-1 Bronze Fang Spent	25		105	235	45	420
Sakura Tabi	Light Footwear	Cherry Blossom Superior Pack	---	140	6	24000	3000	00:50:00	8	16500	5.5	248	1240	305	156		Tailor	14	Master	1	---	---		---	---	99	25	---	---	---	12	---	---	---		Flip-Flops	Normal	1	Deep Pearl	---	4		---	105	6	---	---		Air	---		-25% Craft Time Reduction	9	-20 Leather Spent	22	x1.25 Value Increase	40	-5 Herbs Spent	60	Quality Chance x2	95		-6 Oils Spent	25	+10% Multicraft Chance	25	-6 Oils Spent	25		115	255	50	465
Sultan Steps	Light Footwear	Sultan's Finest Mega Pack	---	140	6	36500	4200	01:10:00	8.69	18500	4.4	278	1390	465	154		Tailor	15	Master	1	---	---		---	---	113	28	---	---	29	---	---	---	---		White Sand	---	4	---	---	---		28	110	---	---	---		Fire	---		-25% Craft Time Reduction	10	-23 Leather Spent	24	x1.25 Value Increase	44	-6 Herbs Spent	70	Quality Chance x2	110		-6 Herbs Spent	25	+10% Multicraft Chance	25	-1 White Sand Spent	25		140	310	60	515
Compact Snowshoes	Light Footwear	True North Mega Pack	---	140	6	37500	4200	01:10:00	8.93	18500	4.4	278	1390	449	167		Tailor	15	Master	1	---	---		---	---	108	28	---	---	29	---	---	---	---		Bronze Fang	---	4	---	---	---		---	110	7	---	---		Water	---		-25% Craft Time Reduction	10	-6 Herbs Spent	24	-22 Leather Spent	44	x1.25 Value Increase	70	Quality Chance x2	110		-4 Fabric Spent	25	+10% Multicraft Chance	25	-1 Bronze Fang Spent	25		140	315	65	515
Ninja Tabi	Light Footwear	---	25	---	7	57000	4800	01:20:00	11.88	21000	4.38	315	1575	319	144		Tailor	16	Master	12	---	---		---	---	127	---	---	---	33	---	---	---	---		Flip-Flops	Normal	1	Evil Eye	---	4		---	120	---	---	---		Dark	---		-25% Craft Time Reduction	10	-25 Leather Spent	24	Blueprint: Windrunner Boots	44	x1.25 Value Increase	70	Quality Chance x2	110		-7 Fabric Spent	30	+10% Multicraft Chance	30	-1 Evil Eye Spent	30		175	385	75	565
Nightwing Shoes	Light Footwear	Content Pass: Halloween 2022	---	160	7	78000	6000	01:40:00	13	23500	3.92	353	1765	425	225		Tailor	17	Master	13	---	---		---	---	141	---	---	---	36	---	---	---	---		Evil Eye	---	3	Silk Scarab	---	3		---	125	---	0.05	---		Dark	---		-25% Craft Time Reduction	10	-1 Evil Eye Spent	24	-35 Leather Spent	44	x1.25 Value Increase	70	Quality Chance x2	110		-7 Fabric Spent	30	+10% Multicraft Chance	30	-1 Silk Scarab Spent	30		200	445	90	620
Windrunner Boots	Light Footwear	---	35	---	8	175000	13200	03:40:00	13.26	34500	2.61	518	2590	771	192		Tailor	21	Master	17	---	---		---	---	199	---	---	---	51	---	7	---	---		Overgrown Vine	---	5	Rustwyrm Scale	---	4		---	160	---	---	---		Air	---		-25% Craft Time Reduction	11	-40 Leather Spent	28	Blueprint: Drakeskin Boots	50	x1.25 Value Increase	80	Quality Chance x2	125		-2 Ether Spent	35	+10% Multicraft Chance	35	-4 Rustwyrm Scale Spent	35		295	655	130	860
Alpine Stride	Light Footwear	Timeworn Chest	---	---	8	230000	16200	04:30:00	14.2	38000	2.35	570	2850	1001	242		Tailor	21	Master	17	---	---		---	---	214	---	---	---	57	---	8	---	---		Chronos Crystal	---	4	Silk Scarab	---	3		---	202	---	---	---		---	---		-25% Craft Time Reduction	11	-43 Leather Spent	28	x1.25 Value Increase	50	-11 Fabric Spent	80	Quality Chance x2	125		-2 Ether Spent	35	+10% Multicraft Chance	35	-2 Silk Scarab Spent	35		330	735	145	925
Drakeskin Boots	Light Footwear	---	45	---	9	320000	17400	04:50:00	18.39	45000	2.59	675	3375	1224	222		Tailor	22	Master	18	---	---		---	---	244	---	---	---	67	---	13	---	---		Thread of Fate	---	5	Deep Pearl	---	5		---	185	---	---	---		---	---		-25% Craft Time Reduction	10	-49 Leather Spent	26	Blueprint: Corsair Boots	46	x1.25 Value Increase	70	Quality Chance x2	110		-3 Ether Spent	40	-3 Deep Pearl Spent	40	+10% Multicraft Chance	40		395	880	175	1065
Plaguewalkers	Light Footwear	Forsaken Chest	---	---	9	380000	21000	05:50:00	18.1	48500	2.31	728	3640	1589	286		Tailor	23	Master	19	---	---		---	---	259	---	---	---	72	---	16	---	---		Ghastly Pennant	---	3	Evil Eye	---	5		---	238	---	---	---		---	---		-25% Craft Time Reduction	10	-52 Leather Spent	26	x1.25 Value Increase	46	-14 Fabric Spent	70	Quality Chance x2	110		-3 Ether Spent	40	-2 Evil Eye Spent	40	+10% Multicraft Chance	40		410	910	180	1140
Shoes of Style	Light Footwear	Cinco De Mayo Superior Pack	---	200	9	425000	21000	05:50:00	20.24	48500	2.31	728	3640	1589	266		Tailor	23	Master	19	---	---		---	---	259	---	---	---	72	---	16	---	---		Ghastly Pennant	---	3	Silk Scarab	---	4		48	190	---	---	---		---	---		-25% Craft Time Reduction	10	-52 Leather Spent	26	x1.25 Value Increase	46	-14 Fabric Spent	70	Quality Chance x2	110		-3 Ether Spent	40	-2 Silk Scarab Spent	40	+10% Multicraft Chance	40		450	1005	200	1140
Corsair Boots	Light Footwear	---	60	---	10	605000	30000	08:20:00	20.17	56500	1.88	848	4240	1909	252		Tailor	25	Master	21	Blacksmith	18		---	---	290	---	---	---	82	---	22	---	---		Deep Coral	---	4	Ghastly Pennant	---	4		---	210	---	---	---		Water	---		-20% Craft Time Reduction	10	-58 Leather Spent	26	Blueprint: Everdusk Boots	46	x1.25 Value Increase	70	Quality Chance x2	110		-4 Ether Spent	45	-2 Ghastly Pennant Spent	45	+10% Multicraft Chance	45		805	1790	360	2335
Cloudwalker Steps	Light Footwear	Year of the Ox Superior Offer	---	250	10	650000	36000	10:00:00	18.06	60500	1.68	908	4540	2451	334		Tailor	25	Master	21	Blacksmith	18		---	---	306	---	---	---	87	---	25	---	---		Crystal Lullaby	---	3	Deep Coral	---	3		---	220	14	---	---		Air	---		-20% Craft Time Reduction	9	-61 Leather Spent	22	x1.25 Value Increase	40	-17 Fabric Spent	65	Quality Chance x2	100		-5 Ether Spent	45	-2 Crystal Lullaby Spent	45	+10% Multicraft Chance	45		835	1850	370	2480
Everdusk Boots	Light Footwear	---	85	---	11	1350000	51600	14:20:00	26.16	105000	2.03	1575	7875	2889	324		Tailor	27	Master	23	Blacksmith	20		---	---	338	---	---	---	98	---	31	---	---		Sigil of Grace	---	1	Grim Talon	---	4		---	270	---	---	---		Dark	---		-20% Craft Time Reduction	6	-68 Leather Spent	16	Blueprint: Dawn Thief's Path	28	x1.25 Value Increase	45	Quality Chance x2	70		-6 Ether Spent	60	-1 Grim Talon Spent	60	+10% Multicraft Chance	60		1025	2280	455	2790
Raptor Talons	Light Footwear	Pollux Superior Pack	---	300	11	1600000	49800	13:50:00	32.13	105000	2.11	1575	7875	3218	378		Tailor	27	Master	23	Blacksmith	20		---	---	338	---	---	---	98	---	31	---	---		Sigil of Grace	---	1	Raptoria	Normal	2		68	270	---	---	---		Air	Eagle Accuracy		-20% Craft Time Reduction	6	-68 Leather Spent	16	x1.25 Value Increase	28	-1 Raptoria Spent	45	Quality Chance x2	70		-6 Ether Spent	60	-20 Fabric Spent	60	+10% Multicraft Chance	60		1110	2470	495	2790
Opulent Footwraps	Light Footwear	Opulent Chest	---	---	11	2750000	51600	14:20:00	53.29	105000	2.03	1575	7875	3218	324		Tailor	27	Master	23	Blacksmith	20		---	---	338	---	---	---	98	---	31	---	---		Opulent Jewel	---	5	Boreal Gale	---	3		---	270	---	---	---		Gold	Quetzalcoatl Spirit		-20% Craft Time Reduction	6	-68 Leather Spent	16	x1.25 Value Increase	28	-20 Fabric Spent	45	Quality Chance x2	70		-6 Ether Spent	60	+10% Multicraft Chance	60	-1 Opulent Jewel Spent	60		1080	2405	480	2790
Dawn Thief's Path	Light Footwear	---	125	---	12	2500000	88200	24:30:00	28.34	210000	2.38	3150	15750	4293	414		Tailor	29	Master	25	Blacksmith	22		---	---	387	---	---	---	113	---	41	---	---		Sigil of True Grace	---	1	Magma Core	---	2		---	345	---	---	---		Light	---		-20% Craft Time Reduction	6	-77 Leather Spent	14	x1.25 Value Increase	26	Blueprint: Wildhunt Sandals	40	Quality Chance x2	60		-8 Ether Spent	80	-28 Fabric Spent	80	+10% Multicraft Chance	80		1375	3060	610	3290
Desperado Spurs	Light Footwear	Wild West Superior Pack	---	350	12	2700000	88200	24:30:00	30.61	210000	2.38	3150	15750	4532	519		Tailor	29	Master	25	Blacksmith	22		---	---	380	---	---	---	110	---	35	---	---		Sigil of True Grace	---	1	Raw Obsidian	---	2		---	345	21	---	---		Fire	---		-20% Craft Time Reduction	6	x1.25 Value Increase	14	-76 Leather Spent	26	-17 Fabric Spent	40	Quality Chance x2	60		-7 Ether Spent	80	-17 Fabric Spent	80	+10% Multicraft Chance	80		1430	3175	635	3290
Hunter Moccasins	Light Footwear	Thanksgiving 2022 Mega Pack	---	350	12	2900000	105600	29:20:00	27.46	220000	2.08	3300	16500	5488	724		Tailor	30	Master	26	Blacksmith	23		---	---	404	---	---	---	123	---	46	---	---		Sigil of True Grace	---	1	Thread of Fate	---	8		---	355	---	0.07	---		---	---		-25% Craft Time Reduction	6	-25 Fabric Spent	14	x1.25 Value Increase	26	-81 Leather Spent	40	Quality Chance x2	60		-9 Ether Spent	80	-2 Thread of Fate Spent	80	+10% Multicraft Chance	80		1480	3290	660	3465
Fairy Sandals	Light Footwear	Junimay Mega Pack	---	350	12	2950000	105600	29:20:00	27.94	220000	2.08	3300	16500	5426	497		Tailor	30	Master	26	Blacksmith	23		---	---	400	---	---	---	118	---	46	---	---		Sigil of True Grace	---	1	Zirconia Eggshell	---	3		89	355	---	---	---		Air	Carbuncle Whimsy		-20% Craft Time Reduction	6	-80 Leather Spent	14	x1.25 Value Increase	26	-24 Fabric Spent	40	Quality Chance x2	60		-9 Ether Spent	80	-1 Zirconia Eggshell Spent	80	+10% Multicraft Chance	80		1490	3315	665	3465
Wildhunt Sandals	Light Footwear	---	200	---	13	5550000	150600	41:50:00	36.85	250000	1.66	3750	18750	6656	522		Tailor	32	Master	28	Blacksmith	25		---	---	438	---	---	---	---	---	52	---	5		Astral Fabric	---	3	Sigil of Grace	---	1		---	435	---	---	---		Earth	Chimera Malignity		-20% Craft Time Reduction	4	-88 Leather Spent	10	x1.25 Value Increase	18	-8 Ether Spent	30	Quality Chance x2	45		-1 Essence Spent	100	-1 Astral Fabric Spent	100	+10% Multicraft Chance	100		2020	4490	900	3830
Wooden Shield	Shield	---	---	---	1	110	30	00:00:30	3.67	250	8.33	4	20	1	14		Carpenter	1	---	---	---	---		---	7	---	---	---	---	---	---	---	---	---		---	---	---	---	---	---		---	12	---	---	---		---	---		Blueprint: Heavy Buckler	8	x1.5 Value Increase	20	-1 Wood Spent	36	Quality Chance x2	55	Quality Chance x3	85		-4 Wood Spent	5	+30% Multicraft Chance	5	Quality Chance x3	5		10	20	5	25
Heavy Buckler	Shield	---	1	---	2	490	140	00:02:20	3.5	1200	8.57	18	90	16	34		Carpenter	2	---	---	---	---		---	14	---	---	---	---	---	---	---	---	---		Elven Wood	---	1	---	---	---		---	28	---	---	---		---	---		x1.5 Value Increase	8	Blueprint: Oaken Shield	20	-3 Wood Spent	36	Quality Chance x2	55	Quality Chance x3	85		-1 Elven Wood Spent	5	+20% Multicraft Chance	5	Quality Chance x3	5		20	40	10	70
Oaken Shield	Shield	---	3	---	3	1200	270	00:04:30	4.44	2350	8.7	35	175	21	48		Carpenter	3	---	---	---	---		---	17	---	9	---	---	---	---	---	---	---		Iron Pine Cone	---	3	---	---	---		---	40	---	---	---		---	---		x1.5 Value Increase	7	-25% Craft Time Reduction	18	Blueprint: Iron Shield	32	-3 Wood Spent	50	Quality Chance x3	80		-1 Iron Pine Cone Spent	10	+10% Multicraft Chance	10	Quality Chance x3	10		25	60	10	110
Iron Shield	Shield	---	6	---	4	3350	630	00:10:30	5.32	4950	7.86	74	370	42	74		Carpenter	7	---	---	---	---		15	30	---	---	---	---	---	---	---	---	---		Silver Dust	---	3	---	---	---		---	62	---	---	---		---	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	Blueprint: Teardrop Shield	36	-6 Wood Spent	55	Quality Chance x2	85		-25% Craft Time Reduction	15	+10% Multicraft Chance	15	-1 Silver Dust Spent	15		45	100	20	190
Aurum Ward	Shield	Frozen Chest	---	---	4	7050	780	00:13:00	9.04	6100	7.82	92	460	56	100		Carpenter	8	---	---	---	---		17	34	---	---	---	---	---	---	---	---	---		Precious Gem	---	4	---	---	---		---	83	---	---	---		---	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	-7 Wood Spent	36	-9 Iron Spent	55	Quality Chance x2	85		-8 Iron Spent	15	+10% Multicraft Chance	15	-1 Precious Gem Spent	15		60	130	25	225
Teardrop Shield	Shield	---	10	---	5	9700	1260	00:21:00	7.7	8700	6.9	131	655	81	101		Carpenter	10	Jeweler	1	---	---		---	49	---	---	---	10	---	---	---	---	---		Rustwyrm Scale	---	3	Webbed Wing	---	2		---	84	---	---	---		---	---		-25% Craft Time Reduction	8	-10 Wood Spent	20	Blueprint: Mythril Aspis	36	x1.25 Value Increase	55	Quality Chance x2	85		-2 Ironwood Spent	20	+10% Multicraft Chance	20	-1 Rustwyrm Scale Spent	20		75	165	35	295
Imperial Scutum	Shield	Augustus Pack	---	120	5	14500	1590	00:26:30	9.12	10000	6.29	150	750	169	140		Carpenter	11	Jeweler	1	---	---		30	60	---	---	---	12	---	---	---	---	---		Deep Pearl	---	3	---	---	---		---	92	6	---	---		---	---		-25% Craft Time Reduction	9	-12 Wood Spent	22	x1.25 Value Increase	40	-3 Ironwood Spent	60	Quality Chance x2	95		-1 Deep Pearl Spent	20	+10% Multicraft Chance	20	-30 Iron Spent	20		90	200	40	335
Champion Vigil	Shield	Champions Clash Pack	---	120	5	17500	1920	00:32:00	9.11	12000	6.25	180	900	150	150		Carpenter	12	Jeweler	6	---	---		36	71	---	---	---	---	---	---	---	---	---		Jade Pendant	Normal	1	Deep Pearl	---	3		---	100	6	---	---		Light	---		-25% Craft Time Reduction	9	-14 Wood Spent	22	x1.25 Value Increase	40	-7 Iron Spent	60	Quality Chance x2	95		-11 Iron Spent	20	+10% Multicraft Chance	20	-1 Jade Pendant Spent	20		100	220	45	375
Mythril Aspis	Shield	---	15	---	6	21500	2400	00:40:00	8.96	13500	5.63	203	1015	221	126		Carpenter	13	Jeweler	8	---	---		---	85	---	---	10	21	---	---	---	---	---		White Sand	---	4	---	---	---		---	105	---	---	---		---	---		-25% Craft Time Reduction	9	-17 Wood Spent	22	Blueprint: Wyrmguard	40	x1.25 Value Increase	60	Quality Chance x2	95		-4 Ironwood Spent	25	+10% Multicraft Chance	25	-1 White Sand Spent	25		110	240	50	420
Raider Buckler	Shield	Valhalla Mega Pack	---	140	6	28000	3000	00:50:00	9.33	15500	5.17	233	1165	305	161		Carpenter	14	Jeweler	10	---	---		---	99	---	---	12	25	---	---	---	---	---		Bronze Fang	---	3	---	---	---		29	115	---	---	---		Water	---		-20 Wood Spent	9	-8 Ironwood Spent	22	-25% Craft Time Reduction	40	x1.25 Value Increase	60	Quality Chance x2	95		-7 Steel Spent	25	+10% Multicraft Chance	25	-1 Bronze Fang Spent	25		125	275	55	465
Gaia Aegis	Shield	Gaia's Mega Pack	---	140	6	36000	3600	01:00:00	10	17500	4.86	263	1315	376	190		Carpenter	15	Jeweler	11	---	---		---	113	---	---	14	29	---	---	---	---	---		White Sand	---	4	---	---	---		---	125	8	---	---		Earth	---		-25% Craft Time Reduction	10	-23 Wood Spent	24	x1.25 Value Increase	44	-6 Ironwood Spent	70	Quality Chance x2	110		-3 Steel Spent	25	+10% Multicraft Chance	25	-1 White Sand Spent	25		140	310	60	515
Wyrmguard	Shield	---	25	---	7	66000	6000	01:40:00	11	22000	3.67	330	1650	498	168		Carpenter	17	Jeweler	13	---	---		---	141	---	---	18	36	---	---	---	---	---		Star Metal	---	3	Rustwyrm Scale	---	6		---	140	---	---	---		---	---		-25% Craft Time Reduction	10	-28 Wood Spent	24	Blueprint: Ancestor Totem	44	x1.25 Value Increase	70	Quality Chance x2	110		-7 Ironwood Spent	30	+10% Multicraft Chance	30	-4 Rustwyrm Scale Spent	30		185	410	80	620
Vanguard Buckler	Shield	Goodbye Summer Pack	---	160	7	105000	8400	02:20:00	12.5	27000	3.21	405	2025	938	288		Carpenter	19	Jeweler	15	---	---		---	170	---	85	---	43	---	---	---	---	---		Oaken Shield	Normal	1	Silk Scarab	---	4		---	160	---	0.05	---		Earth	---		-43 Herbs Spent	10	-34 Wood Spent	24	-25% Craft Time Reduction	44	x1.25 Value Increase	70	Quality Chance x2	110		-42 Herbs Spent	30	+10% Multicraft Chance	30	Quality Chance x2	30		230	515	105	735
Ancestor Totem	Shield	---	35	---	8	195000	12600	03:30:00	15.48	32500	2.58	488	2440	771	216		Carpenter	21	Jeweler	17	---	---		---	199	---	---	---	51	---	---	---	7	---		Tomahawk	Normal	1	Ancient Marble	---	6		---	180	---	---	---		---	---		-25% Craft Time Reduction	11	-40 Wood Spent	28	Blueprint: Angelic Pavise	50	x1.25 Value Increase	80	Quality Chance x2	125		-2 Jewels Spent	35	+10% Multicraft Chance	35	-1 Ancient Marble Spent	35		310	690	140	860
Angelic Pavise	Shield	---	45	---	9	320000	16800	04:40:00	19.05	42000	2.5	630	3150	1224	246		Carpenter	22	Jeweler	18	---	---		---	244	---	---	---	67	---	---	---	13	---		Ghastly Pennant	---	4	White Sand	---	8		---	205	---	---	---		Light	---		-25% Craft Time Reduction	10	-49 Wood Spent	26	Blueprint: Goldmane Guard	46	x1.25 Value Increase	70	Quality Chance x2	110		-3 Jewels Spent	40	-4 White Sand Spent	40	+10% Multicraft Chance	40		395	880	175	1065
Prometheon	Shield	Forsaken Chest	---	---	9	395000	20400	05:40:00	19.36	45500	2.23	683	3415	1589	316		Carpenter	23	Jeweler	19	---	---		---	259	---	---	---	72	---	---	---	16	---		Spooky Ectoplasm	---	4	Star Metal	---	5		---	263	---	---	---		---	---		-25% Craft Time Reduction	10	-52 Wood Spent	26	x1.25 Value Increase	46	-14 Ironwood Spent	70	Quality Chance x2	110		-3 Jewels Spent	40	-2 Spooky Ectoplasm Spent	40	+10% Multicraft Chance	40		420	930	185	1140
Milesian Shield	Shield	St. Patrick's Day Pack	---	200	9	380000	20400	05:40:00	18.63	45500	2.23	683	3415	1589	328		Carpenter	23	Jeweler	19	---	---		---	259	---	---	---	72	---	---	---	16	---		Ghastly Pennant	---	3	Deep Pearl	---	10		---	215	14	---	---		---	---		-25% Craft Time Reduction	10	-52 Wood Spent	26	x1.25 Value Increase	46	-14 Ironwood Spent	70	Quality Chance x2	110		-3 Jewels Spent	40	-5 Deep Pearl Spent	40	+10% Multicraft Chance	40		430	955	190	1140
Bunbun Buckler	Shield	Easter Superior Pack	---	200	9	400000	20400	05:40:00	19.61	45500	2.23	683	3415	1589	387		Carpenter	23	Jeweler	19	---	---		---	259	---	---	---	72	---	---	---	16	---		Thread of Fate	---	3	Evil Eye	---	5		---	215	---	0.05	---		---	Bunny Hops		-25% Craft Time Reduction	10	-52 Wood Spent	26	x1.25 Value Increase	46	-14 Ironwood Spent	70	Quality Chance x2	110		-3 Jewels Spent	40	-2 Evil Eye Spent	40	+10% Multicraft Chance	40		440	975	195	1140
Luxurious Aegis	Shield	Luxurious Chest	---	---	9	600000	24600	06:50:00	24.39	49000	1.99	735	3675	1847	270		Carpenter	24	Jeweler	20	---	---		---	275	---	---	---	77	---	---	---	19	---		Golden Artifact	---	6	Precious Gem	---	5		---	225	---	---	---		Gold	Xolotl Spirit		-30% Craft Time Reduction	10	-55 Wood Spent	26	x1.25 Value Increase	46	-15 Ironwood Spent	70	Quality Chance x2	110		-4 Jewels Spent	40	-1 Golden Artifact Spent	40	+10% Multicraft Chance	40		400	890	180	1220
Goldmane Guard	Shield	---	60	---	10	610000	29400	08:10:00	20.75	53000	1.8	795	3975	1909	282		Carpenter	25	Jeweler	21	Blacksmith	18		---	290	---	---	---	82	---	---	---	22	---		Precious Shell	---	5	White Sand	---	6		---	235	---	---	---		---	Lion Pride		-20% Craft Time Reduction	10	-58 Wood Spent	26	Blueprint: Bearded Paragon	46	x1.25 Value Increase	70	Quality Chance x2	110		-4 Jewels Spent	45	-1 Precious Shell Spent	45	+10% Multicraft Chance	45		810	1795	360	2335
