Name	Type	Unlock Prerequisite	Research Scrolls	Antique Tokens	Tier	Value	Crafting Time (seconds)	Crafting Time (formatted)	Value / Crafting Time	Merchant XP	Merchant XP / Crafting Time	Worker XP	Fusion XP	Favor	Airship Power		Required Worker 	Worker Level	Required Worker	Worker Level	Required Worker	Worker Level													Component	Component Quality	Amount Needed	Component	Component Quality	Amount Needed		ATK	DEF	HP	EVA	CRIT		Elemental Affinity	Spirit Affinity		Crafting Upgrade 1	Crafts Needed	Crafting Upgrade 2	Crafts Needed	Crafting Upgrade 3	Crafts Needed	Crafting Upgrade 4	Crafts Needed	Crafting Upgrade 5	Crafts Needed		Ascension Upgrade 1	Shards Needed	Ascension Upgrade 2	Shards Needed	Ascension Upgrade 3	Shards Needed		Discount Energy	Surcharge Energy	Suggest Energy	Speed Up Energy
Corsair Boots	Light Footwear	---	60	---	10	605,000	30,000	08:20:00	20.17	56,500	1.88	848	4,240	1,909	252		Tailor	25	Master	21	Blacksmith	18		---	---	290	---	---	---	82	---	22	---		Deep Coral	---	4	Ghastly Pennant	---	4		---	210	---	---	---		Water	---		-20% Craft Time Reduction	10	-58 Leather Spent	26	Blueprint: Everdusk Boots	46	x1.25 Value Increase	70	Quality Chance x2	110		-4 Ether Spent	45	-2 Ghastly Pennant Spent	45	+10% Multicraft Chance	45		805	1,790	360	2,335
Cloudwalker Steps	Light Footwear	Year of the Ox Superior Offer	---	250	10	650,000	36,000	10:00:00	18.06	60,500	1.68	908	4,540	2,451	334		Tailor	25	Master	21	Blacksmith	18		---	---	306	---	---	---	87	---	25	---		Crystal Lullaby	---	3	Deep Coral	---	3		---	220	14	---	---		Air	---		-20% Craft Time Reduction	9	-61 Leather Spent	22	x1.25 Value Increase	40	-17 Fabric Spent	65	Quality Chance x2	100		-5 Ether Spent	45	-2 Crystal Lullaby Spent	45	+10% Multicraft Chance	45		835	1,850	370	2,480
Everdusk Boots	Light Footwear	---	85	---	11	1,350,000	51,600	14:20:00	26.16	105,000	2.03	1,575	7,875	2,889	324		Tailor	27	Master	23	Blacksmith	20		---	---	338	---	---	---	98	---	31	---		Sigil of Grace	---	1	Grim Talon	---	4		---	270	---	---	---		Dark	---		-20% Craft Time Reduction	6	-68 Leather Spent	16	Blueprint: Dawn Thief's Path	28	x1.25 Value Increase	45	Quality Chance x2	70		-6 Ether Spent	60	-1 Grim Talon Spent	60	+10% Multicraft Chance	60		1,025	2,280	455	2,790
Raptor Talons	Light Footwear	Pollux Superior Pack	---	300	11	1,600,000	49,800	13:50:00	32.13	105,000	2.11	1,575	7,875	3,218	378		Tailor	27	Master	23	Blacksmith	20		---	---	338	---	---	---	98	---	31	---		Sigil of Grace	---	1	Raptoria	Normal	2		68	270	---	---	---		Air	Eagle Accuracy		-20% Craft Time Reduction	6	-68 Leather Spent	16	x1.25 Value Increase	28	-1 Raptoria Spent	45	Quality Chance x2	70		-6 Ether Spent	60	-20 Fabric Spent	60	+10% Multicraft Chance	60		1,110	2,470	495	2,790
Opulent Footwraps	Light Footwear	Opulent Chest	---	---	11	2,750,000	51,600	14:20:00	53.29	105,000	2.03	1,575	7,875	3,218	324		Tailor	27	Master	23	Blacksmith	20		---	---	338	---	---	---	98	---	31	---		Opulent Jewel	---	5	Boreal Gale	---	3		---	270	---	---	---		Gold	Quetzalcoatl Spirit		-20% Craft Time Reduction	6	-68 Leather Spent	16	x1.25 Value Increase	28	-20 Fabric Spent	45	Quality Chance x2	70		-6 Ether Spent	60	+10% Multicraft Chance	60	-1 Opulent Jewel Spent	60		1,080	2,405	480	2,790
Dawn Thief's Path	Light Footwear	---	125	---	12	2,500,000	88,200	24:30:00	28.34	210,000	2.38	3,150	15,750	4,293	414		Tailor	29	Master	25	Blacksmith	22		---	---	387	---	---	---	113	---	41	---		Sigil of True Grace	---	1	Magma Core	---	2		---	345	---	---	---		Light	---		-20% Craft Time Reduction	6	-77 Leather Spent	14	x1.25 Value Increase	26	-17 Fabric Spent	40	Quality Chance x2	60		-8 Ether Spent	80	-17 Fabric Spent	80	+10% Multicraft Chance	80		1,375	3,060	610	3,290
Desperado Spurs	Light Footwear	Wild West Superior Pack	---	350	12	2,700,000	88,200	24:30:00	30.61	210,000	2.38	3,150	15,750	4,532	519		Tailor	29	Master	25	Blacksmith	22		---	---	380	---	---	---	110	---	35	---		Sigil of True Grace	---	1	Raw Obsidian	---	2		---	345	21	---	---		Fire	---		-20% Craft Time Reduction	6	x1.25 Value Increase	14	-76 Leather Spent	26	-17 Fabric Spent	40	Quality Chance x2	60		-7 Ether Spent	80	-17 Fabric Spent	80	+10% Multicraft Chance	80		1,430	3,175	635	3,290
Wooden Shield	Shield	---	---	---	1	110	30	00:00:30	3.67	250	8.33	4	20	1	14		Carpenter	1	---	1	---	1		---	7	---	---	---	---	---	---	---	---		---	---	---	---	---	---		---	12	---	---	---		---	---		Blueprint: Heavy Buckler	8	x1.5 Value Increase	20	-1 Wood Spent	36	Quality Chance x2	55	Quality Chance x3	85		-4 Wood Spent	5	+30% Multicraft Chance	5	Quality Chance x3	5		10	20	5	25
Heavy Buckler	Shield	---	1	---	2	490	140	00:02:20	3.5	1,200	8.57	18	90	16	34		Carpenter	2	---	1	---	1		---	14	---	---	---	---	---	---	---	---		Elven Wood	---	1	---	---	---		---	28	---	---	---		---	---		x1.5 Value Increase	8	Blueprint: Oaken Shield	20	-3 Wood Spent	36	Quality Chance x2	55	Quality Chance x3	85		-1 Elven Wood Spent	5	+20% Multicraft Chance	5	Quality Chance x3	5		20	40	10	70
Oaken Shield	Shield	---	3	---	3	1,200	270	00:04:30	4.44	2,350	8.7	35	175	21	48		Carpenter	3	---	1	---	1		---	17	---	9	---	---	---	---	---	---		Iron Pine Cone	---	3	---	---	---		---	40	---	---	---		---	---		x1.5 Value Increase	7	-25% Craft Time Reduction	18	Blueprint: Iron Shield	32	-3 Wood Spent	50	Quality Chance x3	80		-1 Iron Pine Cone Spent	10	+10% Multicraft Chance	10	Quality Chance x3	10		25	60	10	110
Iron Shield	Shield	---	6	---	4	3,350	630	00:10:30	5.32	4,950	7.86	74	370	42	74		Carpenter	7	---	1	---	1		15	30	---	---	---	---	---	---	---	---		Silver Dust	---	3	---	---	---		---	62	---	---	---		---	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	Blueprint: Teardrop Shield	36	-6 Wood Spent	55	Quality Chance x2	85		-25% Craft Time Reduction	15	+10% Multicraft Chance	15	-1 Silver Dust Spent	15		45	100	20	190
Aurum Ward	Shield	Frozen Chest	---	---	4	7,050	780	00:13:00	9.04	6,100	7.82	92	460	56	100		Carpenter	8	---	1	---	1		17	34	---	---	---	---	---	---	---	---		Precious Gem	---	4	---	---	---		---	83	---	---	---		---	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	-7 Wood Spent	36	-9 Iron Spent	55	Quality Chance x2	85		-8 Iron Spent	15	+10% Multicraft Chance	15	-1 Precious Gem Spent	15		60	130	25	225
Teardrop Shield	Shield	---	10	---	5	9,700	1,260	00:21:00	7.7	8,700	6.9	131	655	81	101		Carpenter	10	Jeweler	1	---	1		---	49	---	---	---	10	---	---	---	---		Rustwyrm Scale	---	3	Webbed Wing	---	2		---	84	---	---	---		---	---		-25% Craft Time Reduction	8	-10 Wood Spent	20	Blueprint: Mythril Aspis	36	x1.25 Value Increase	55	Quality Chance x2	85		-2 Ironwood Spent	20	+10% Multicraft Chance	20	-1 Rustwyrm Scale Spent	20		75	165	35	295
Imperial Scutum	Shield	Augustus Pack	---	120	5	14,500	1,590	00:26:30	9.12	10,000	6.29	150	750	169	140		Carpenter	11	Jeweler	1	---	1		30	60	---	---	---	12	---	---	---	---		Deep Pearl	---	3	---	---	---		---	92	6	---	---		---	---		-25% Craft Time Reduction	9	-12 Wood Spent	22	x1.25 Value Increase	40	-3 Ironwood Spent	60	Quality Chance x2	95		-1 Deep Pearl Spent	20	+10% Multicraft Chance	20	-30 Iron Spent	20		90	200	40	335
Champion Vigil	Shield	Champions Clash Pack	---	120	5	17,500	1,920	00:32:00	9.11	12,000	6.25	180	900	150	150		Carpenter	12	Jeweler	6	---	1		36	71	---	---	---	---	---	---	---	---		Jade Pendant	Normal	1	Deep Pearl	---	3		---	100	6	---	---		Light	---		-25% Craft Time Reduction	9	-14 Wood Spent	22	x1.25 Value Increase	40	-7 Iron Spent	60	Quality Chance x2	95		-11 Iron Spent	20	+10% Multicraft Chance	20	-1 Jade Pendant Spent	20		100	220	45	375
Mythril Aspis	Shield	---	15	---	6	21,500	2,400	00:40:00	8.96	13,500	5.63	203	1,015	221	126		Carpenter	13	Jeweler	8	---	1		---	85	---	---	10	21	---	---	---	---		White Sand	---	4	---	---	---		---	105	---	---	---		---	---		-25% Craft Time Reduction	9	-17 Wood Spent	22	Blueprint: Wyrmguard	40	x1.25 Value Increase	60	Quality Chance x2	95		-4 Ironwood Spent	25	+10% Multicraft Chance	25	-1 White Sand Spent	25		110	240	50	420
Raider Buckler	Shield	Valhalla Mega Pack	---	140	6	28,000	3,000	00:50:00	9.33	15,500	5.17	233	1,165	305	161		Carpenter	14	Jeweler	10	---	4		---	99	---	---	12	25	---	---	---	---		Bronze Fang	---	3	---	---	---		29	115	---	---	---		Water	---		-20 Wood Spent	9	-8 Ironwood Spent	22	-25% Craft Time Reduction	40	x1.25 Value Increase	60	Quality Chance x2	95		-7 Steel Spent	25	+10% Multicraft Chance	25	-1 Bronze Fang Spent	25		125	275	55	465
Gaia Aegis	Shield	Gaia's Mega Pack	---	140	6	36,000	3,600	01:00:00	10	17,500	4.86	263	1,315	376	190		Carpenter	15	Jeweler	11	---	5		---	113	---	---	14	29	---	---	---	---		White Sand	---	4	---	---	---		---	125	8	---	---		Earth	---		-25% Craft Time Reduction	10	-23 Wood Spent	24	x1.25 Value Increase	44	-6 Ironwood Spent	70	Quality Chance x2	110		-3 Steel Spent	25	+10% Multicraft Chance	25	-1 White Sand Spent	25		140	310	60	515
Wyrmguard	Shield	---	25	---	7	66,000	6,000	01:40:00	11	22,000	3.67	330	1,650	498	168		Carpenter	17	Jeweler	13	---	7		---	141	---	---	18	36	---	---	---	---		Star Metal	---	3	Rustwyrm Scale	---	6		---	140	---	---	---		---	---		-25% Craft Time Reduction	10	-28 Wood Spent	24	Blueprint: Ancestor Totem	44	x1.25 Value Increase	70	Quality Chance x2	110		-7 Ironwood Spent	30	+10% Multicraft Chance	30	-4 Rustwyrm Scale Spent	30		185	410	80	620
Vanguard Buckler	Shield	Goodbye Summer Pack	---	160	7	105,000	8,400	02:20:00	12.5	27,000	3.21	405	2,025	938	288		Carpenter	19	Jeweler	15	---	9		---	170	---	85	---	43	---	---	---	---		Oaken Shield	Normal	1	Silk Scarab	---	4		---	160	---	0.05	---		Earth	---		-43 Herbs Spent	10	-34 Wood Spent	24	-25% Craft Time Reduction	44	x1.25 Value Increase	70	Quality Chance x2	110		-42 Herbs Spent	30	+10% Multicraft Chance	30	Quality Chance x2	30		230	515	105	735
Ancestor Totem	Shield	---	35	---	8	195,000	12,600	03:30:00	15.48	32,500	2.58	488	2,440	771	216		Carpenter	21	Jeweler	17	---	11		---	199	---	---	---	51	---	---	---	7		Tomahawk	Normal	1	Ancient Marble	---	6		---	180	---	---	---		---	---		-25% Craft Time Reduction	11	-40 Wood Spent	28	Blueprint: Angelic Pavise	50	x1.25 Value Increase	80	Quality Chance x2	125		-2 Jewels Spent	35	+10% Multicraft Chance	35	-1 Ancient Marble Spent	35		310	690	140	860
Angelic Pavise	Shield	---	45	---	9	320,000	16,800	04:40:00	19.05	42,000	2.5	630	3,150	1,224	246		Carpenter	22	Jeweler	18	---	15		---	244	---	---	---	67	---	---	---	13		Ghastly Pennant	---	4	White Sand	---	8		---	205	---	---	---		Light	---		-25% Craft Time Reduction	10	-49 Wood Spent	26	Blueprint: Goldmane Guard	46	x1.25 Value Increase	70	Quality Chance x2	110		-3 Jewels Spent	40	-4 White Sand Spent	40	+10% Multicraft Chance	40		395	880	175	1,065
Prometheon	Shield	Forsaken Chest	---	---	9	395,000	20,400	05:40:00	19.36	45,500	2.23	683	3,415	1,589	316		Carpenter	23	Jeweler	19	---	16		---	259	---	---	---	72	---	---	---	16		Spooky Ectoplasm	---	4	Star Metal	---	5		---	263	---	---	---		---	---		-25% Craft Time Reduction	10	-52 Wood Spent	26	x1.25 Value Increase	46	-14 Ironwood Spent	70	Quality Chance x2	110		-3 Jewels Spent	40	-2 Spooky Ectoplasm Spent	40	+10% Multicraft Chance	40		420	930	185	1,140
Milesian Shield	Shield	St. Patrick's Day Pack	---	200	9	380,000	20,400	05:40:00	18.63	45,500	2.23	683	3,415	1,589	328		Carpenter	23	Jeweler	19	---	16		---	259	---	---	---	72	---	---	---	16		Ghastly Pennant	---	3	Deep Pearl	---	10		---	215	14	---	---		---	---		-25% Craft Time Reduction	10	-52 Wood Spent	26	x1.25 Value Increase	46	-14 Ironwood Spent	70	Quality Chance x2	110		-3 Jewels Spent	40	-5 Deep Pearl Spent	40	+10% Multicraft Chance	40		430	955	190	1,140
Bunbun Buckler	Shield	Easter Superior Pack	---	200	9	400,000	20,400	05:40:00	19.61	45,500	2.23	683	3,415	1,589	387		Carpenter	23	Jeweler	19	---	16		---	259	---	---	---	72	---	---	---	16		Thread of Fate	---	3	Evil Eye	---	5		---	215	---	0.05	---		---	---		-25% Craft Time Reduction	10	-52 Wood Spent	26	x1.25 Value Increase	46	-14 Ironwood Spent	70	Quality Chance x2	110		-3 Jewels Spent	40	-2 Evil Eye Spent	40	+10% Multicraft Chance	40		440	975	195	1,140
Luxurious Aegis	Shield	Luxurious Chest	---	---	9	600,000	24,600	06:50:00	24.39	49,000	1.99	735	3,675	1,847	270		Carpenter	24	Jeweler	20	---	17		---	275	---	---	---	77	---	---	---	19		Golden Artifact	---	6	Precious Gem	---	5		---	225	---	---	---		Gold	Xolotl Spirit		-30% Craft Time Reduction	10	-55 Wood Spent	26	x1.25 Value Increase	46	-15 Ironwood Spent	70	Quality Chance x2	110		-4 Jewels Spent	40	-1 Golden Artifact Spent	40	+10% Multicraft Chance	40		400	890	180	1,220
Goldmane Guard	Shield	---	60	---	10	610,000	29,400	08:10:00	20.75	53,000	1.8	795	3,975	1,909	282		Carpenter	25	Jeweler	21	Blacksmith	18		---	290	---	---	---	82	---	---	---	22		Precious Shell	---	5	White Sand	---	6		---	235	---	---	---		---	Lion Pride		-20% Craft Time Reduction	10	-58 Wood Spent	26	Blueprint: Bearded Paragon	46	x1.25 Value Increase	70	Quality Chance x2	110		-4 Jewels Spent	45	-1 Precious Shell Spent	45	+10% Multicraft Chance	45		810	1,795	360	2,335
Emperor Wyrmguard	Shield	Dragon Siblings Mega Pack	---	250	10	655,000	34,800	09:40:00	18.82	56,500	1.62	848	4,240	2,451	369		Carpenter	25	Jeweler	21	Blacksmith	18		---	306	---	---	---	87	---	---	---	25		Deep Coral	---	4	Ghastly Pennant	---	2		---	245	15	---	---		---	---		-25% Craft Time Reduction	7	-61 Wood Spent	18	x1.25 Value Increase	32	-17 Ironwood Spent	50	Quality Chance x2	80		-8 Jewels Spent	45	-1 Deep Coral Spent	45	+10% Multicraft Chance	45		835	1,855	370	2,480
Bearded Paragon	Shield	---	85	---	11	1,300,000	50,400	14:00:00	25.79	97,500	1.93	1,463	7,315	2,889	366		Carpenter	27	Jeweler	23	Blacksmith	20		---	338	---	---	---	98	---	---	---	31		Sigil of Might	---	1	Boreal Gale	---	3		---	305	---	---	---		Earth	---		-20% Craft Time Reduction	6	-68 Wood Spent	16	Blueprint: Abyssal Artifact	28	x1.25 Value Increase	45	Quality Chance x2	70		-68 Wood Spent	60	-6 Jewels Spent	60	+10% Multicraft Chance	60		1,005	2,235	445	2,790
Honeycomb Defender	Shield	Bee's Knees Superior Pack	---	300	11	1,700,000	50,400	14:00:00	33.73	97,500	1.93	1,463	7,315	3,218	461		Carpenter	27	Jeweler	23	Blacksmith	20		---	338	---	---	---	98	---	---	---	31		Sigil of Might	---	1	Zirconia Eggshell	---	3		---	305	19	---	---		---	---		-20% Craft Time Reduction	6	-68 Wood Spent	16	x1.25 Value Increase	28	-20 Ironwood Spent	45	Quality Chance x2	70		-9 Jewels Spent	60	-1 Zirconia Eggshell Spent	60	+10% Multicraft Chance	60		1,145	2,545	510	2,790
Crystalice Targe	Shield	Snow Day Mega Pack	---	300	11	1,900,000	60,000	16:40:00	31.67	105,000	1.75	1,575	7,875	3,564	448		Carpenter	27	Jeweler	23	Blacksmith	20		---	354	---	---	---	103	---	---	29	---		Sigil of Spark	---	1	Boreal Gale	---	3		80	320	---	---	---		Water	---		-25% Craft Time Reduction	6	-71 Wood Spent	16	x1.25 Value Increase	28	-21 Ironwood Spent	45	Quality Chance x2	70		-3 Ether Spent	60	-6 Ether Spent	60	+10% Multicraft Chance	60		1,210	2,685	535	2,950
Abyssal Artifact	Shield	---	125	---	12	2,500,000	85,800	23:50:00	29.14	195,000	2.27	2,925	14,625	4,293	462		Carpenter	29	Jeweler	25	Blacksmith	22		---	387	---	---	---	113	---	---	---	41		Sigil of True Might	---	1	Raw Obsidian	---	3		---	385	---	---	---		Dark	---		-20% Craft Time Reduction	6	-77 Wood Spent	14	x1.25 Value Increase	26	-28 Ironwood Spent	40	Quality Chance x2	60		-1 Raw Obsidian Spent	80	-8 Jewels Spent	80	+10% Multicraft Chance	80		1,375	3,060	610	3,290
Titan Shield	Shield	Shop Titans Mega Pack	---	350	12	2,700,000	85,200	23:40:00	31.69	195,000	2.29	2,925	14,625	4,532	582		Carpenter	29	Jeweler	25	Blacksmith	22		---	380	---	---	---	110	---	---	35	---		Sigil of True Might	---	1	XL Magic Potion	Superior	1		---	385	24	---	---		Light	---		-20% Craft Time Reduction	6	Component Quality Reduced	14	-76 Wood Spent	26	x1.25 Value Increase	40	Quality Chance x2	60		-28 Ironwood Spent	80	-7 Ether Spent	80	+10% Multicraft Chance	80		1,430	3,175	635	3,290
Adventurer Cape	Cloak	The Summoner Pack	---	---	3	2,650	330	00:05:30	8.03	3,450	10.45	52	260	26	62		Summoner	1	---	1	---	1		---	---	19	---	---	---	---	---	---	---		Glow Shroom	---	3	---	---	---		---	52	---	---	---		---	---		x1.25 Value Increase	7	-25% Craft Time Reduction	18	Blueprint: Administrator Cloak	32	-4 Leather Spent	50	Quality Chance x3	80		Quality Chance x2	10	+10% Multicraft Chance	10	Quality Chance x2	10		40	90	20	110
Administrator Cloak	Cloak	The Summoner Pack	6	---	4	8,350	750	00:12:30	11.13	7,300	9.73	110	550	52	94		Summoner	4	---	1	---	1		24	---	33	---	---	---	---	---	---	---		Silver Dust	---	3	Iron Pine Cone	---	3		---	78	---	---	---		---	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	Blueprint: Druid Cloak	36	-7 Leather Spent	55	Quality Chance x2	85		-25% Craft Time Reduction	15	+10% Multicraft Chance	15	-1 Silver Dust Spent	15		70	155	30	190
Druid Cloak	Cloak	The Summoner Pack	10	---	5	19,000	1,470	00:24:30	12.93	13,000	8.84	195	975	144	126		Summoner	8	Tailor	1	---	1		---	---	54	39	---	---	11	---	---	---		Druid Laurels	Normal	1	Living Root	---	5		---	105	---	---	---		Earth	---		-25% Craft Time Reduction	8	-11 Leather Spent	20	Blueprint: Imperial Cape	36	x1.25 Value Increase	55	Quality Chance x2	85		-8 Herbs Spent	20	+10% Multicraft Chance	20	-2 Living Root Spent	20		100	225	45	295
Imperial Cape	Cloak	The Summoner Pack	15	---	6	41,000	3,000	00:50:00	13.67	20,000	6.67	300	1,500	217	168		Summoner	13	Tailor	8	---	1		---	---	94	---	---	---	23	---	---	---		White Sand	---	4	Deep Pearl	---	2		---	140	---	---	---		---	---		-25% Craft Time Reduction	9	-19 Leather Spent	22	Blueprint: Elven Cloak	40	x1.25 Value Increase	60	Quality Chance x2	95		-5 Fabric Spent	25	+10% Multicraft Chance	25	-1 White Sand Spent	25		145	325	65	420
Elven Cloak	Cloak	The Summoner Pack	25	---	7	105,000	7,200	02:00:00	14.58	32,500	4.51	488	2,440	756	222		Summoner	17	Tailor	13	---	7		---	---	155	113	---	---	40	---	---	---		Silk Scarab	---	5	---	---	---		---	185	---	---	---		---	---		-25% Craft Time Reduction	10	-31 Leather Spent	24	Blueprint: Beast King's Cloak	44	x1.25 Value Increase	70	Quality Chance x2	110		-23 Herbs Spent	30	+10% Multicraft Chance	30	-8 Fabric Spent	30		230	515	105	620
Beast King's Cloak	Cloak	The Summoner Pack	35	---	8	165,000	15,600	04:20:00	10.58	48,500	3.11	728	3,640	954	276		Summoner	21	Tailor	17	---	11		---	---	219	---	---	---	57	---	---	6		Chronos Crystal	---	4	---	---	---		---	230	---	---	---		---	Mammoth Presence		-25% Craft Time Reduction	11	-44 Leather Spent	28	Blueprint: Dragonlord Crest	50	x1.25 Value Increase	80	Quality Chance x2	125		-17 Fabric Spent	35	+10% Multicraft Chance	35	-2 Jewels Spent	35		290	640	130	860
Dragonlord Crest	Cloak	The Summoner Pack	45	---	9	390,000	18,000	05:00:00	21.67	62,500	3.47	938	4,690	1,488	324		Summoner	22	Tailor	18	---	15		---	---	268	---	---	---	74	---	---	10		Savage Garb	Superior	1	Rustwyrm Scale	---	10		---	270	---	---	---		---	---		-54 Leather Spent	10	x1.25 Value Increase	26	Blueprint: Archbishop Mantle	46	Component Quality Reduced	70	Quality Chance x2	110		-2 Jewels Spent	40	-5 Rustwyrm Scale Spent	40	+10% Multicraft Chance	40		435	965	195	1,065
Archbishop Mantle	Cloak	The Summoner Pack	60	---	10	615,000	35,400	09:50:00	17.37	78,500	2.22	1,178	5,890	2,311	372		Summoner	25	Priestess	21	Tailor	18		---	---	319	---	---	---	91	---	---	18		Precious Shell	---	4	Ancient Marble	---	3		---	310	---	---	---		Light	---		-20% Craft Time Reduction	10	-64 Leather Spent	26	Blueprint: Voidcloth From Beyond	46	x1.25 Value Increase	70	Quality Chance x2	110		-4 Jewels Spent	45	-1 Precious Shell Spent	45	+10% Multicraft Chance	45		810	1,800	360	2,335
Voidcloth From Beyond	Cloak	The Summoner Pack	85	---	11	1,650,000	60,000	16:40:00	27.5	145,000	2.42	2,175	10,875	3,471	480		Summoner	27	Tailor	23	Wizard	20		---	---	372	---	---	---	107	---	---	25		Sigil of Grace	---	1	Grim Talon	---	4		---	400	---	---	---		Dark	---		-20% Craft Time Reduction	6	-74 Leather Spent	16	Blueprint: Herald's Mantle	28	x1.25 Value Increase	45	Quality Chance x2	70		-1 Grim Talon Spent	60	-5 Jewels Spent	60	+10% Multicraft Chance	60		1,130	2,510	500	2,790
Opulent Cloak	Cloak	Opulent Chest	---	---	11	3,200,000	60,000	16:40:00	53.33	145,000	2.42	2,175	10,875	3,471	480		Summoner	27	Tailor	23	Wizard	20		---	---	372	---	---	---	107	---	---	25		Opulent Jewel	---	5	Grim Talon	---	4		---	400	---	---	---		Gold	Quetzalcoatl Spirit		-20% Craft Time Reduction	6	-74 Leather Spent	16	x1.25 Value Increase	28	-21 Fabric Spent	45	Quality Chance x2	70		+10% Multicraft Chance	60	-5 Jewels Spent	60	-1 Opulent Jewel Spent	60		1,165	2,585	515	2,790
Woven Lilycloak	Cloak	Swamp Superior Pack	---	300	11	1,950,000	72,000	20:00:00	27.08	155,000	2.15	2,325	11,625	3,387	747		Summoner	27	Tailor	23	Wizard	20		---	---	---	337	---	---	---	98	30	---		Sigil of Grace	---	1	Zirconia Eggshell	---	4		---	415	---	0.05	---		Water	---		-20% Craft Time Reduction	6	-67 Herbs Spent	16	x1.25 Value Increase	28	-20 Oils Spent	45	Quality Chance x2	70		-1 Zirconia Eggshell Spent	60	-6 Ether Spent	60	+10% Multicraft Chance	60		1,225	2,720	545	2,950
Herald's Mantle	Cloak	The Summoner Pack	125	---	12	2,800,000	103,200	28:40:00	27.13	290,000	2.81	4,350	21,750	5,130	606		Summoner	29	Tailor	25	Wizard	22		---	---	426	---	---	---	124	---	---	33		Sigil of True Grace	---	1	Raw Obsidian	---	2		---	505	---	---	---		Dark	---		-20% Craft Time Reduction	6	-85 Leather Spent	14	x1.25 Value Increase	26	-19 Fabric Spent	40	Quality Chance x2	60		-19 Fabric Spent	80	-7 Jewels Spent	80	+10% Multicraft Chance	80		1,455	3,235	645	3,290
Sakura Cloak	Cloak	Cherry Blossom Superior Pack	---	350	12	3,100,000	103,200	28:40:00	30.04	290,000	2.81	4,350	21,750	5,235	766		Summoner	29	Tailor	25	Wizard	22		---	---	426	---	---	---	124	---	37	---		Sigil of True Grace	---	1	Magma Core	---	2		---	505	32	---	---		Air	---		-20% Craft Time Reduction	6	x1.25 Value Increase	14	-64 Leather Spent	26	-19 Fabric Spent	40	Quality Chance x2	60		-7 Ether Spent	80	-64 Leather Spent	80	+10% Multicraft Chance	80		1,530	3,395	680	3,290
Iron Ring	Ring	Jeweler	---	---	1	690	140	00:02:20	4.93	1,200	8.57	18	90	16	23		Jeweler	1	---	1	---	1		14	---	---	---	---	---	---	---	---	---		---	---	---	---	---	---		29	---	---	---	---		---	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	-3 Iron Spent	36	Quality Chance x2	55	Quality Chance x3	85		-7 Iron Spent	5	+30% Multicraft Chance	5	Quality Chance x3	5		20	45	10	70
Alloy Loop	Ring	---	---	---	2	1,200	270	00:04:30	4.44	2,350	8.7	35	175	21	34		Jeweler	1	---	1	---	1		17	---	---	---	---	---	---	---	---	---		---	---	---	---	---	---		42	---	---	---	---		---	---		x1.25 Value Increase	9	-6 Iron Spent	22	-25% Craft Time Reduction	40	Quality Chance x2	65	Quality Chance x3	100		-6 Iron Spent	5	+20% Multicraft Chance	5	Quality Chance x3	5		25	60	10	110
Ruby Ring	Ring	---	---	---	3	3,350	630	00:10:30	5.32	4,950	7.86	74	370	42	51		Jeweler	1	---	1	---	1		30	---	---	15	---	---	---	---	---	---		Glow Shroom	---	4	---	---	---		64	---	---	---	---		---	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	Blueprint: Silver Band	36	-6 Iron Spent	55	Quality Chance x3	85		Quality Chance x3	10	+10% Multicraft Chance	10	-2 Glow Shroom Spent	10		45	100	20	190
Emerald Ring	Ring	Frozen Chest	---	---	3	6,500	780	00:13:00	8.33	6,100	7.82	92	460	56	74		Jeweler	8	---	1	---	1		34	---	---	17	---	---	---	---	---	---		Silver Dust	---	3	---	---	---		93	---	---	---	---		---	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	-7 Iron Spent	36	-3 Iron Spent	55	Quality Chance x3	85		-17 Herbs Spent	10	+10% Multicraft Chance	10	-1 Silver Dust Spent	10		60	130	25	225
Silver Band	Ring	---	6	---	4	6,850	1,260	00:21:00	5.44	8,700	6.9	131	655	81	70		Jeweler	10	---	1	---	1		49	---	---	25	---	---	---	---	---	---		Precious Gem	---	3	---	---	---		88	---	---	---	---		---	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	Blueprint: Noble Ring	36	-10 Iron Spent	55	Quality Chance x2	85		-25% Craft Time Reduction	15	+10% Multicraft Chance	15	-1 Precious Gem Spent	15		65	140	30	295
Ring of Passion	Ring	Valentine's Day Pack	---	100	4	11,000	1,590	00:26:30	6.92	10,000	6.29	150	750	119	107		Jeweler	11	---	4	---	1		60	---	---	30	---	---	---	---	---	---		Webbed Wing	---	3	---	---	---		96	---	6	---	---		---	---		x1.25 Value Increase	9	-25% Craft Time Reduction	22	-12 Iron Spent	40	-6 Herbs Spent	60	Quality Chance x2	95		-30 Iron Spent	15	+10% Multicraft Chance	15	-1 Webbed Wing Spent	15		80	175	35	335
